"id","cnt"
366,1718
367,1441
368,1350
369,1361
370,1750
371,1989
372,2095
373,1755
374,1531
375,1696
376,1427
377,1952
378,1566
379,1242
380,1041
381,1234
382,1372
383,1657
384,1504
385,1551
386,527
387,343
388,1345
389,1706
390,1631
391,1992
392,1719
393,1693
394,1582
395,1737
396,2094
397,2561
398,2138
399,2049
400,1042
401,806
402,1754
403,2146
404,1505
405,1829
406,1945
407,513
408,820
409,1764
410,1814
411,2057
412,1992
413,2065
414,2010
415,877
416,1494
417,1740
418,2159
419,2596
420,1975
421,1401
422,1589
423,1927
424,2179
425,1631
426,2792
427,2234
428,1981
429,1819
430,1716
431,1904
432,2229
433,2864
434,1769
435,1988
436,2129
437,2551
438,2918
439,3188
440,3125
441,2527
442,2452
443,1985
444,2751
445,2883
446,2845
447,3185
448,3571
449,2875
450,2415
451,2543
452,2484
453,3081
454,3304
455,2560
456,2470
457,3026
458,3033
459,3604
460,3903
461,3530
462,3312
463,3794
464,4094
465,3321
466,3371
467,2846
468,3240
469,3653
470,4122
471,4379
472,3914
473,4012
474,3040
475,3605
476,3893
477,4149
478,1539
479,1586
480,3190
481,3682
482,3078
483,3526
484,3045
485,3830
486,2988
487,4277
488,4363
489,4004
490,4703
491,4156
492,4280
493,3841
494,3802
495,3958
496,4307
497,4899
498,5229
499,4709
500,3829
501,4110
502,4615
503,4660
504,4913
505,5321
506,4709
507,3819
508,4217
509,4283
510,4583
511,4703
512,4912
513,4683
514,4448
515,4533
516,4441
517,4781
518,4111
519,5028
520,4781
521,4513
522,4096
523,4725
524,4796
525,5072
526,5166
527,4817
528,4483
529,4057
530,4646
531,4771
532,4947
533,5138
534,4720
535,4010
536,4649
537,4699
538,4643
539,4835
540,5303
541,5092
542,4677
543,4981
544,5148
545,5010
546,4652
547,5185
548,4460
549,4607
550,4803
551,4453
552,4652
553,4755
554,4724
555,4372
556,4318
557,4510
558,4899
559,4938
560,4983
561,4640
562,4530
563,4350
564,4562
565,4679
566,4692
567,4021
568,2639
569,4737
570,4405
571,4608
572,5117
573,4590
574,4746
575,5116
576,4733
577,4467
578,4714
579,4744
580,4593
581,4254
582,4569
583,4082
584,4257
585,4480
586,4494
587,4645
588,4114
589,4152
590,4895
591,4644
592,4630
593,4849
594,4887
595,4800
596,5184
597,4735
598,4285
599,4858
600,4883
601,4789
602,4741
603,3960
604,3919
605,4405
606,4732
607,5028
608,4824
609,4814
610,4681
611,4539
612,4435
613,4255
614,4411
615,3853
616,4614
617,3423
618,4632
619,4691
620,5068
621,4959
622,4764
623,4915
624,5023
625,4941
626,4072
627,3202
628,4901
629,4749
630,4891
631,4648
632,4874
633,4947
634,4897
635,4806
636,4157
637,4355
638,5015
639,4956
640,4464
641,3051
642,4203
643,4023
644,4989
645,4681
646,3945
647,3441
648,3737
649,4770
650,4687
651,4749
652,4761
653,4265
654,3873
655,4785
656,4659
657,3624
658,3935
659,5088
660,4675
661,4783
662,4856
663,4925
664,3712
665,3939
666,3801
667,3042
668,2270
669,3037
670,3733
671,3522
672,4150
673,3241
674,3694
675,3880
676,3832
677,3014
678,4122
679,4211
680,4445
681,4093
682,3544
683,2982
684,3767
685,3265
686,4235
687,3983
688,3374
689,3511
690,3719
691,4157
692,2578
693,4323
694,3376
695,3471
696,4141
697,2742
698,3860
699,3824
700,4029
701,3188
702,3030
703,4021
704,4065
705,4124
706,3550
707,3096
708,3238
709,2918
710,3073
711,3167
712,3279
713,3742
714,3685
715,3817
716,3163
717,3252
718,3926
719,3763
720,3143
721,1500
722,1385
723,1763
724,1723
725,1437
726,556
727,1433
728,2080
729,1256
730,1423
731,1576
